app	version	sdk_min	sdk_trg	method	fromLine	toLine	apis	alternative	ruleCheck	warning	message	confidence
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.transition.ViewUtilsBase.setAnimationMatrix(Landroid/view/View;Landroid/graphics/Matrix;)V	-1	-1	android.view.View.setTranslationY(F)V	android.graphics.RectF.<init>()V&android.view.animation.Animation.setFillAfter(Z)V&android.graphics.Camera.getMatrix(Landroid/graphics/Matrix;)V&android.view.View.getHeight()I&android.graphics.RectF.set(FFFF)V&android.view.View.getTop()I&android.graphics.Camera.rotateZ(F)V&android.graphics.Matrix.mapRect(Landroid/graphics/RectF;)Z&android.view.View.invalidate(IIII)V&android.graphics.RectF.union(Landroid/graphics/RectF;)V&android.view.View.getAnimation()Landroid/view/animation/Animation;&android.view.View.getParent()Landroid/view/ViewParent;&android.graphics.Camera.restore()V&android.graphics.Matrix.<init>()V&android.graphics.Matrix.postTranslate(FF)Z&android.graphics.Matrix.reset()V&android.view.View.getLeft()I&android.graphics.Matrix.postScale(FF)Z&android.view.animation.Animation.setDuration(J)V&android.view.View.getWidth()I&android.graphics.Camera.rotateX(F)V&android.graphics.RectF.offset(FF)V&android.graphics.Camera.save()V&android.view.View.setAnimation(Landroid/view/animation/Animation;)V&android.view.animation.Animation.<init>()V&android.graphics.Camera.<init>()V&android.graphics.Matrix.preTranslate(FF)Z&android.graphics.Camera.rotateY(F)V	SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: android.graphics.RectF.<init>()V --- android.view.animation.Animation.setFillAfter(Z)V --- android.graphics.Camera.getMatrix(Landroid/graphics/Matrix;)V --- android.view.View.getHeight()I --- android.graphics.RectF.set(FFFF)V --- android.view.View.getTop()I --- android.graphics.Camera.rotateZ(F)V --- android.graphics.Matrix.mapRect(Landroid/graphics/RectF;)Z --- android.view.View.invalidate(IIII)V --- android.graphics.RectF.union(Landroid/graphics/RectF;)V --- android.view.View.getAnimation()Landroid/view/animation/Animation; --- android.view.View.getParent()Landroid/view/ViewParent; --- android.graphics.Camera.restore()V --- android.graphics.Matrix.<init>()V --- android.graphics.Matrix.postTranslate(FF)Z --- android.graphics.Matrix.reset()V --- android.view.View.getLeft()I --- android.graphics.Matrix.postScale(FF)Z --- android.view.animation.Animation.setDuration(J)V --- android.view.View.getWidth()I --- android.graphics.Camera.rotateX(F)V --- android.graphics.RectF.offset(FF)V --- android.graphics.Camera.save()V --- android.view.View.setAnimation(Landroid/view/animation/Animation;)V --- android.view.animation.Animation.<init>()V --- android.graphics.Camera.<init>()V --- android.graphics.Matrix.preTranslate(FF)Z --- android.graphics.Camera.rotateY(F)V"	2.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.transition.ViewUtilsBase.setTransitionAlpha(Landroid/view/View;F)V	-1	-1	android.view.View.setAlpha(F)V	android.view.animation.AlphaAnimation.<init>(FF)V&android.view.View.startAnimation(Landroid/view/animation/Animation;)V&android.view.animation.Animation.setFillAfter(Z)V	SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: android.view.animation.AlphaAnimation.<init>(FF)V --- android.view.View.startAnimation(Landroid/view/animation/Animation;)V --- android.view.animation.Animation.setFillAfter(Z)V"	2.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.transition.ViewUtilsBase.setTransitionAlpha(Landroid/view/View;F)V	-1	-1	android.view.View.setAlpha(F)V	android.view.animation.AlphaAnimation.<init>(FF)V&android.view.View.startAnimation(Landroid/view/animation/Animation;)V&android.view.animation.Animation.setFillAfter(Z)V	SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: android.view.animation.AlphaAnimation.<init>(FF)V --- android.view.View.startAnimation(Landroid/view/animation/Animation;)V --- android.view.animation.Animation.setFillAfter(Z)V"	2.0
grmpl.mk.stepandheightcounter	1.30	21	30	grmpl.mk.stepandheightcounter.SaveData.getDirectory()Ljava/io/File;	-1	-1	android.content.Context.getExternalFilesDir(Ljava/lang/String;)Ljava/io/File;	android.os.Environment.getExternalStorageDirectory()Ljava/io/File;	SDK_INT <= 7	BackwardImprovement	"If you want to support older versions (<= 7), add a check and handle using these APIs: android.os.Environment.getExternalStorageDirectory()Ljava/io/File;"	2.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.appcompat.app.AppCompatDelegateImpl.startSupportActionModeFromWindow(Landroidx/appcompat/view/ActionMode$Callback;)Landroidx/appcompat/view/ActionMode;	-1	-1	android.view.View.setAlpha(F)V	android.view.animation.AlphaAnimation.<init>(FF)V&android.view.View.startAnimation(Landroid/view/animation/Animation;)V&android.view.animation.Animation.setFillAfter(Z)V	SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: android.view.animation.AlphaAnimation.<init>(FF)V --- android.view.View.startAnimation(Landroid/view/animation/Animation;)V --- android.view.animation.Animation.setFillAfter(Z)V"	2.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.appcompat.app.AppCompatDelegateImpl.startSupportActionModeFromWindow(Landroidx/appcompat/view/ActionMode$Callback;)Landroidx/appcompat/view/ActionMode;	-1	-1	android.view.View.setAlpha(F)V	android.view.animation.AlphaAnimation.<init>(FF)V&android.view.View.startAnimation(Landroid/view/animation/Animation;)V&android.view.animation.Animation.setFillAfter(Z)V	SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: android.view.animation.AlphaAnimation.<init>(FF)V --- android.view.View.startAnimation(Landroid/view/animation/Animation;)V --- android.view.animation.Animation.setFillAfter(Z)V"	2.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.appcompat.app.WindowDecorActionBar.doHide(Z)V	-1	-1	android.view.View.setAlpha(F)V	android.view.animation.AlphaAnimation.<init>(FF)V&android.view.View.startAnimation(Landroid/view/animation/Animation;)V&android.view.animation.Animation.setFillAfter(Z)V	SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: android.view.animation.AlphaAnimation.<init>(FF)V --- android.view.View.startAnimation(Landroid/view/animation/Animation;)V --- android.view.animation.Animation.setFillAfter(Z)V"	2.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.appcompat.app.WindowDecorActionBar.doShow(Z)V	-1	-1	android.view.View.setTranslationY(F)V	android.graphics.RectF.<init>()V&android.view.animation.Animation.setFillAfter(Z)V&android.graphics.Camera.getMatrix(Landroid/graphics/Matrix;)V&android.view.View.getHeight()I&android.graphics.RectF.set(FFFF)V&android.view.View.getTop()I&android.graphics.Camera.rotateZ(F)V&android.graphics.Matrix.mapRect(Landroid/graphics/RectF;)Z&android.view.View.invalidate(IIII)V&android.graphics.RectF.union(Landroid/graphics/RectF;)V&android.view.View.getAnimation()Landroid/view/animation/Animation;&android.view.View.getParent()Landroid/view/ViewParent;&android.graphics.Camera.restore()V&android.graphics.Matrix.<init>()V&android.graphics.Matrix.postTranslate(FF)Z&android.graphics.Matrix.reset()V&android.view.View.getLeft()I&android.graphics.Matrix.postScale(FF)Z&android.view.animation.Animation.setDuration(J)V&android.view.View.getWidth()I&android.graphics.Camera.rotateX(F)V&android.graphics.RectF.offset(FF)V&android.graphics.Camera.save()V&android.view.View.setAnimation(Landroid/view/animation/Animation;)V&android.view.animation.Animation.<init>()V&android.graphics.Camera.<init>()V&android.graphics.Matrix.preTranslate(FF)Z&android.graphics.Camera.rotateY(F)V	SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: android.graphics.RectF.<init>()V --- android.view.animation.Animation.setFillAfter(Z)V --- android.graphics.Camera.getMatrix(Landroid/graphics/Matrix;)V --- android.view.View.getHeight()I --- android.graphics.RectF.set(FFFF)V --- android.view.View.getTop()I --- android.graphics.Camera.rotateZ(F)V --- android.graphics.Matrix.mapRect(Landroid/graphics/RectF;)Z --- android.view.View.invalidate(IIII)V --- android.graphics.RectF.union(Landroid/graphics/RectF;)V --- android.view.View.getAnimation()Landroid/view/animation/Animation; --- android.view.View.getParent()Landroid/view/ViewParent; --- android.graphics.Camera.restore()V --- android.graphics.Matrix.<init>()V --- android.graphics.Matrix.postTranslate(FF)Z --- android.graphics.Matrix.reset()V --- android.view.View.getLeft()I --- android.graphics.Matrix.postScale(FF)Z --- android.view.animation.Animation.setDuration(J)V --- android.view.View.getWidth()I --- android.graphics.Camera.rotateX(F)V --- android.graphics.RectF.offset(FF)V --- android.graphics.Camera.save()V --- android.view.View.setAnimation(Landroid/view/animation/Animation;)V --- android.view.animation.Animation.<init>()V --- android.graphics.Camera.<init>()V --- android.graphics.Matrix.preTranslate(FF)Z --- android.graphics.Camera.rotateY(F)V"	2.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.appcompat.app.WindowDecorActionBar.doShow(Z)V	-1	-1	android.view.View.setAlpha(F)V	android.view.animation.AlphaAnimation.<init>(FF)V&android.view.View.startAnimation(Landroid/view/animation/Animation;)V&android.view.animation.Animation.setFillAfter(Z)V	SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: android.view.animation.AlphaAnimation.<init>(FF)V --- android.view.View.startAnimation(Landroid/view/animation/Animation;)V --- android.view.animation.Animation.setFillAfter(Z)V"	2.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.appcompat.app.WindowDecorActionBar.doShow(Z)V	-1	-1	android.view.View.setTranslationY(F)V	android.graphics.RectF.<init>()V&android.view.animation.Animation.setFillAfter(Z)V&android.graphics.Camera.getMatrix(Landroid/graphics/Matrix;)V&android.view.View.getHeight()I&android.graphics.RectF.set(FFFF)V&android.view.View.getTop()I&android.graphics.Camera.rotateZ(F)V&android.graphics.Matrix.mapRect(Landroid/graphics/RectF;)Z&android.view.View.invalidate(IIII)V&android.graphics.RectF.union(Landroid/graphics/RectF;)V&android.view.View.getAnimation()Landroid/view/animation/Animation;&android.view.View.getParent()Landroid/view/ViewParent;&android.graphics.Camera.restore()V&android.graphics.Matrix.<init>()V&android.graphics.Matrix.postTranslate(FF)Z&android.graphics.Matrix.reset()V&android.view.View.getLeft()I&android.graphics.Matrix.postScale(FF)Z&android.view.animation.Animation.setDuration(J)V&android.view.View.getWidth()I&android.graphics.Camera.rotateX(F)V&android.graphics.RectF.offset(FF)V&android.graphics.Camera.save()V&android.view.View.setAnimation(Landroid/view/animation/Animation;)V&android.view.animation.Animation.<init>()V&android.graphics.Camera.<init>()V&android.graphics.Matrix.preTranslate(FF)Z&android.graphics.Camera.rotateY(F)V	SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: android.graphics.RectF.<init>()V --- android.view.animation.Animation.setFillAfter(Z)V --- android.graphics.Camera.getMatrix(Landroid/graphics/Matrix;)V --- android.view.View.getHeight()I --- android.graphics.RectF.set(FFFF)V --- android.view.View.getTop()I --- android.graphics.Camera.rotateZ(F)V --- android.graphics.Matrix.mapRect(Landroid/graphics/RectF;)Z --- android.view.View.invalidate(IIII)V --- android.graphics.RectF.union(Landroid/graphics/RectF;)V --- android.view.View.getAnimation()Landroid/view/animation/Animation; --- android.view.View.getParent()Landroid/view/ViewParent; --- android.graphics.Camera.restore()V --- android.graphics.Matrix.<init>()V --- android.graphics.Matrix.postTranslate(FF)Z --- android.graphics.Matrix.reset()V --- android.view.View.getLeft()I --- android.graphics.Matrix.postScale(FF)Z --- android.view.animation.Animation.setDuration(J)V --- android.view.View.getWidth()I --- android.graphics.Camera.rotateX(F)V --- android.graphics.RectF.offset(FF)V --- android.graphics.Camera.save()V --- android.view.View.setAnimation(Landroid/view/animation/Animation;)V --- android.view.animation.Animation.<init>()V --- android.graphics.Camera.<init>()V --- android.graphics.Matrix.preTranslate(FF)Z --- android.graphics.Camera.rotateY(F)V"	2.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.appcompat.app.WindowDecorActionBar.doShow(Z)V	-1	-1	android.view.View.setTranslationY(F)V	android.graphics.RectF.<init>()V&android.view.animation.Animation.setFillAfter(Z)V&android.graphics.Camera.getMatrix(Landroid/graphics/Matrix;)V&android.view.View.getHeight()I&android.graphics.RectF.set(FFFF)V&android.view.View.getTop()I&android.graphics.Camera.rotateZ(F)V&android.graphics.Matrix.mapRect(Landroid/graphics/RectF;)Z&android.view.View.invalidate(IIII)V&android.graphics.RectF.union(Landroid/graphics/RectF;)V&android.view.View.getAnimation()Landroid/view/animation/Animation;&android.view.View.getParent()Landroid/view/ViewParent;&android.graphics.Camera.restore()V&android.graphics.Matrix.<init>()V&android.graphics.Matrix.postTranslate(FF)Z&android.graphics.Matrix.reset()V&android.view.View.getLeft()I&android.graphics.Matrix.postScale(FF)Z&android.view.animation.Animation.setDuration(J)V&android.view.View.getWidth()I&android.graphics.Camera.rotateX(F)V&android.graphics.RectF.offset(FF)V&android.graphics.Camera.save()V&android.view.View.setAnimation(Landroid/view/animation/Animation;)V&android.view.animation.Animation.<init>()V&android.graphics.Camera.<init>()V&android.graphics.Matrix.preTranslate(FF)Z&android.graphics.Camera.rotateY(F)V	SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: android.graphics.RectF.<init>()V --- android.view.animation.Animation.setFillAfter(Z)V --- android.graphics.Camera.getMatrix(Landroid/graphics/Matrix;)V --- android.view.View.getHeight()I --- android.graphics.RectF.set(FFFF)V --- android.view.View.getTop()I --- android.graphics.Camera.rotateZ(F)V --- android.graphics.Matrix.mapRect(Landroid/graphics/RectF;)Z --- android.view.View.invalidate(IIII)V --- android.graphics.RectF.union(Landroid/graphics/RectF;)V --- android.view.View.getAnimation()Landroid/view/animation/Animation; --- android.view.View.getParent()Landroid/view/ViewParent; --- android.graphics.Camera.restore()V --- android.graphics.Matrix.<init>()V --- android.graphics.Matrix.postTranslate(FF)Z --- android.graphics.Matrix.reset()V --- android.view.View.getLeft()I --- android.graphics.Matrix.postScale(FF)Z --- android.view.animation.Animation.setDuration(J)V --- android.view.View.getWidth()I --- android.graphics.Camera.rotateX(F)V --- android.graphics.RectF.offset(FF)V --- android.graphics.Camera.save()V --- android.view.View.setAnimation(Landroid/view/animation/Animation;)V --- android.view.animation.Animation.<init>()V --- android.graphics.Camera.<init>()V --- android.graphics.Matrix.preTranslate(FF)Z --- android.graphics.Camera.rotateY(F)V"	2.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.appcompat.app.WindowDecorActionBar.doShow(Z)V	-1	-1	android.view.View.setTranslationY(F)V	android.graphics.RectF.<init>()V&android.view.animation.Animation.setFillAfter(Z)V&android.graphics.Camera.getMatrix(Landroid/graphics/Matrix;)V&android.view.View.getHeight()I&android.graphics.RectF.set(FFFF)V&android.view.View.getTop()I&android.graphics.Camera.rotateZ(F)V&android.graphics.Matrix.mapRect(Landroid/graphics/RectF;)Z&android.view.View.invalidate(IIII)V&android.graphics.RectF.union(Landroid/graphics/RectF;)V&android.view.View.getAnimation()Landroid/view/animation/Animation;&android.view.View.getParent()Landroid/view/ViewParent;&android.graphics.Camera.restore()V&android.graphics.Matrix.<init>()V&android.graphics.Matrix.postTranslate(FF)Z&android.graphics.Matrix.reset()V&android.view.View.getLeft()I&android.graphics.Matrix.postScale(FF)Z&android.view.animation.Animation.setDuration(J)V&android.view.View.getWidth()I&android.graphics.Camera.rotateX(F)V&android.graphics.RectF.offset(FF)V&android.graphics.Camera.save()V&android.view.View.setAnimation(Landroid/view/animation/Animation;)V&android.view.animation.Animation.<init>()V&android.graphics.Camera.<init>()V&android.graphics.Matrix.preTranslate(FF)Z&android.graphics.Camera.rotateY(F)V	SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: android.graphics.RectF.<init>()V --- android.view.animation.Animation.setFillAfter(Z)V --- android.graphics.Camera.getMatrix(Landroid/graphics/Matrix;)V --- android.view.View.getHeight()I --- android.graphics.RectF.set(FFFF)V --- android.view.View.getTop()I --- android.graphics.Camera.rotateZ(F)V --- android.graphics.Matrix.mapRect(Landroid/graphics/RectF;)Z --- android.view.View.invalidate(IIII)V --- android.graphics.RectF.union(Landroid/graphics/RectF;)V --- android.view.View.getAnimation()Landroid/view/animation/Animation; --- android.view.View.getParent()Landroid/view/ViewParent; --- android.graphics.Camera.restore()V --- android.graphics.Matrix.<init>()V --- android.graphics.Matrix.postTranslate(FF)Z --- android.graphics.Matrix.reset()V --- android.view.View.getLeft()I --- android.graphics.Matrix.postScale(FF)Z --- android.view.animation.Animation.setDuration(J)V --- android.view.View.getWidth()I --- android.graphics.Camera.rotateX(F)V --- android.graphics.RectF.offset(FF)V --- android.graphics.Camera.save()V --- android.view.View.setAnimation(Landroid/view/animation/Animation;)V --- android.view.animation.Animation.<init>()V --- android.graphics.Camera.<init>()V --- android.graphics.Matrix.preTranslate(FF)Z --- android.graphics.Camera.rotateY(F)V"	2.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.appcompat.app.WindowDecorActionBar.doShow(Z)V	-1	-1	android.view.View.setTranslationY(F)V	android.graphics.RectF.<init>()V&android.view.animation.Animation.setFillAfter(Z)V&android.graphics.Camera.getMatrix(Landroid/graphics/Matrix;)V&android.view.View.getHeight()I&android.graphics.RectF.set(FFFF)V&android.view.View.getTop()I&android.graphics.Camera.rotateZ(F)V&android.graphics.Matrix.mapRect(Landroid/graphics/RectF;)Z&android.view.View.invalidate(IIII)V&android.graphics.RectF.union(Landroid/graphics/RectF;)V&android.view.View.getAnimation()Landroid/view/animation/Animation;&android.view.View.getParent()Landroid/view/ViewParent;&android.graphics.Camera.restore()V&android.graphics.Matrix.<init>()V&android.graphics.Matrix.postTranslate(FF)Z&android.graphics.Matrix.reset()V&android.view.View.getLeft()I&android.graphics.Matrix.postScale(FF)Z&android.view.animation.Animation.setDuration(J)V&android.view.View.getWidth()I&android.graphics.Camera.rotateX(F)V&android.graphics.RectF.offset(FF)V&android.graphics.Camera.save()V&android.view.View.setAnimation(Landroid/view/animation/Animation;)V&android.view.animation.Animation.<init>()V&android.graphics.Camera.<init>()V&android.graphics.Matrix.preTranslate(FF)Z&android.graphics.Camera.rotateY(F)V	SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: android.graphics.RectF.<init>()V --- android.view.animation.Animation.setFillAfter(Z)V --- android.graphics.Camera.getMatrix(Landroid/graphics/Matrix;)V --- android.view.View.getHeight()I --- android.graphics.RectF.set(FFFF)V --- android.view.View.getTop()I --- android.graphics.Camera.rotateZ(F)V --- android.graphics.Matrix.mapRect(Landroid/graphics/RectF;)Z --- android.view.View.invalidate(IIII)V --- android.graphics.RectF.union(Landroid/graphics/RectF;)V --- android.view.View.getAnimation()Landroid/view/animation/Animation; --- android.view.View.getParent()Landroid/view/ViewParent; --- android.graphics.Camera.restore()V --- android.graphics.Matrix.<init>()V --- android.graphics.Matrix.postTranslate(FF)Z --- android.graphics.Matrix.reset()V --- android.view.View.getLeft()I --- android.graphics.Matrix.postScale(FF)Z --- android.view.animation.Animation.setDuration(J)V --- android.view.View.getWidth()I --- android.graphics.Camera.rotateX(F)V --- android.graphics.RectF.offset(FF)V --- android.graphics.Camera.save()V --- android.view.View.setAnimation(Landroid/view/animation/Animation;)V --- android.view.animation.Animation.<init>()V --- android.graphics.Camera.<init>()V --- android.graphics.Matrix.preTranslate(FF)Z --- android.graphics.Camera.rotateY(F)V"	2.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.cardview.widget.CardViewApi21Impl.getElevation(Landroidx/cardview/widget/CardViewDelegate;)F	-1	-1	android.view.View.getElevation()F		SDK_INT <= 20	BackwardImprovement	"If you want to support older versions (<= 20), add a check and handle using these APIs: "	2.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.cardview.widget.CardViewApi21Impl.initialize(Landroidx/cardview/widget/CardViewDelegate;Landroid/content/Context;Landroid/content/res/ColorStateList;FFF)V	-1	-1	android.view.View.setClipToOutline(Z)V		SDK_INT <= 20	BackwardImprovement	"If you want to support older versions (<= 20), add a check and handle using these APIs: "	2.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.customview.widget.ExploreByTouchHelper.requestAccessibilityFocus(I)Z	-1	-1	android.view.accessibility.AccessibilityManager.isTouchExplorationEnabled()Z		SDK_INT <= 13	BackwardImprovement	"If you want to support older versions (<= 13), add a check and handle using these APIs: "	2.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.customview.widget.ExploreByTouchHelper.dispatchHoverEvent(Landroid/view/MotionEvent;)Z	-1	-1	android.view.accessibility.AccessibilityManager.isTouchExplorationEnabled()Z		SDK_INT <= 13	BackwardImprovement	"If you want to support older versions (<= 13), add a check and handle using these APIs: "	2.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.recyclerview.widget.ItemTouchUIUtilImpl.clearView(Landroid/view/View;)V	-1	-1	android.view.View.setTranslationY(F)V	android.graphics.RectF.<init>()V&android.view.animation.Animation.setFillAfter(Z)V&android.graphics.Camera.getMatrix(Landroid/graphics/Matrix;)V&android.view.View.getHeight()I&android.graphics.RectF.set(FFFF)V&android.view.View.getTop()I&android.graphics.Camera.rotateZ(F)V&android.graphics.Matrix.mapRect(Landroid/graphics/RectF;)Z&android.view.View.invalidate(IIII)V&android.graphics.RectF.union(Landroid/graphics/RectF;)V&android.view.View.getAnimation()Landroid/view/animation/Animation;&android.view.View.getParent()Landroid/view/ViewParent;&android.graphics.Camera.restore()V&android.graphics.Matrix.<init>()V&android.graphics.Matrix.postTranslate(FF)Z&android.graphics.Matrix.reset()V&android.view.View.getLeft()I&android.graphics.Matrix.postScale(FF)Z&android.view.animation.Animation.setDuration(J)V&android.view.View.getWidth()I&android.graphics.Camera.rotateX(F)V&android.graphics.RectF.offset(FF)V&android.graphics.Camera.save()V&android.view.View.setAnimation(Landroid/view/animation/Animation;)V&android.view.animation.Animation.<init>()V&android.graphics.Camera.<init>()V&android.graphics.Matrix.preTranslate(FF)Z&android.graphics.Camera.rotateY(F)V	SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: android.graphics.RectF.<init>()V --- android.view.animation.Animation.setFillAfter(Z)V --- android.graphics.Camera.getMatrix(Landroid/graphics/Matrix;)V --- android.view.View.getHeight()I --- android.graphics.RectF.set(FFFF)V --- android.view.View.getTop()I --- android.graphics.Camera.rotateZ(F)V --- android.graphics.Matrix.mapRect(Landroid/graphics/RectF;)Z --- android.view.View.invalidate(IIII)V --- android.graphics.RectF.union(Landroid/graphics/RectF;)V --- android.view.View.getAnimation()Landroid/view/animation/Animation; --- android.view.View.getParent()Landroid/view/ViewParent; --- android.graphics.Camera.restore()V --- android.graphics.Matrix.<init>()V --- android.graphics.Matrix.postTranslate(FF)Z --- android.graphics.Matrix.reset()V --- android.view.View.getLeft()I --- android.graphics.Matrix.postScale(FF)Z --- android.view.animation.Animation.setDuration(J)V --- android.view.View.getWidth()I --- android.graphics.Camera.rotateX(F)V --- android.graphics.RectF.offset(FF)V --- android.graphics.Camera.save()V --- android.view.View.setAnimation(Landroid/view/animation/Animation;)V --- android.view.animation.Animation.<init>()V --- android.graphics.Camera.<init>()V --- android.graphics.Matrix.preTranslate(FF)Z --- android.graphics.Camera.rotateY(F)V"	2.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.recyclerview.widget.ItemTouchUIUtilImpl.onDraw(Landroid/graphics/Canvas;Landroidx/recyclerview/widget/RecyclerView;Landroid/view/View;FFIZ)V	-1	-1	android.view.View.setTranslationY(F)V	android.graphics.RectF.<init>()V&android.view.animation.Animation.setFillAfter(Z)V&android.graphics.Camera.getMatrix(Landroid/graphics/Matrix;)V&android.view.View.getHeight()I&android.graphics.RectF.set(FFFF)V&android.view.View.getTop()I&android.graphics.Camera.rotateZ(F)V&android.graphics.Matrix.mapRect(Landroid/graphics/RectF;)Z&android.view.View.invalidate(IIII)V&android.graphics.RectF.union(Landroid/graphics/RectF;)V&android.view.View.getAnimation()Landroid/view/animation/Animation;&android.view.View.getParent()Landroid/view/ViewParent;&android.graphics.Camera.restore()V&android.graphics.Matrix.<init>()V&android.graphics.Matrix.postTranslate(FF)Z&android.graphics.Matrix.reset()V&android.view.View.getLeft()I&android.graphics.Matrix.postScale(FF)Z&android.view.animation.Animation.setDuration(J)V&android.view.View.getWidth()I&android.graphics.Camera.rotateX(F)V&android.graphics.RectF.offset(FF)V&android.graphics.Camera.save()V&android.view.View.setAnimation(Landroid/view/animation/Animation;)V&android.view.animation.Animation.<init>()V&android.graphics.Camera.<init>()V&android.graphics.Matrix.preTranslate(FF)Z&android.graphics.Camera.rotateY(F)V	SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: android.graphics.RectF.<init>()V --- android.view.animation.Animation.setFillAfter(Z)V --- android.graphics.Camera.getMatrix(Landroid/graphics/Matrix;)V --- android.view.View.getHeight()I --- android.graphics.RectF.set(FFFF)V --- android.view.View.getTop()I --- android.graphics.Camera.rotateZ(F)V --- android.graphics.Matrix.mapRect(Landroid/graphics/RectF;)Z --- android.view.View.invalidate(IIII)V --- android.graphics.RectF.union(Landroid/graphics/RectF;)V --- android.view.View.getAnimation()Landroid/view/animation/Animation; --- android.view.View.getParent()Landroid/view/ViewParent; --- android.graphics.Camera.restore()V --- android.graphics.Matrix.<init>()V --- android.graphics.Matrix.postTranslate(FF)Z --- android.graphics.Matrix.reset()V --- android.view.View.getLeft()I --- android.graphics.Matrix.postScale(FF)Z --- android.view.animation.Animation.setDuration(J)V --- android.view.View.getWidth()I --- android.graphics.Camera.rotateX(F)V --- android.graphics.RectF.offset(FF)V --- android.graphics.Camera.save()V --- android.view.View.setAnimation(Landroid/view/animation/Animation;)V --- android.view.animation.Animation.<init>()V --- android.graphics.Camera.<init>()V --- android.graphics.Matrix.preTranslate(FF)Z --- android.graphics.Camera.rotateY(F)V"	2.0
