comparison,version,true_apis,false_apis,napps,keywords
<=,22,"",android.app.Activity.requestPermissions([Ljava/lang/String;I)V&android.support.v4.content.PermissionChecker.checkSelfPermission(Landroid/content/Context;Ljava/lang/String;)I,3,"ask for storage permission in debug builds  (among: 2, score: 0.5) |||  (among: 2, score: 1.0e-08) ||| "
<=,22,android.os.Bundle.<init>()V&android.content.ContentResolver.addPeriodicSync(Landroid/accounts/Account;Ljava/lang/String;Landroid/os/Bundle;J)V&android.os.Messenger.<init>(Landroid/os/Handler;)V&android.content.Intent.setAction(Ljava/lang/String;)Landroid/content/Intent;&android.content.Intent.putExtra(Ljava/lang/String;Landroid/os/Parcelable;)Landroid/content/Intent;&android.accounts.AccountManager.addAccountExplicitly(Landroid/accounts/Account;Ljava/lang/String;Landroid/os/Bundle;)Z&android.accounts.AccountManager.get(Landroid/content/Context;)Landroid/accounts/AccountManager;&android.os.BaseBundle.putString(Ljava/lang/String;Ljava/lang/String;)V&android.content.Context.startService(Landroid/content/Intent;)Landroid/content/ComponentName;&android.content.ContentResolver.setSyncAutomatically(Landroid/accounts/Account;Ljava/lang/String;Z)V&android.content.ContentResolver.setIsSyncable(Landroid/accounts/Account;Ljava/lang/String;I)V&android.content.Intent.<init>(Landroid/content/Context;Ljava/lang/Class;)V,"",1,"Runtime permissions, preference-v7, VintageChroma color picker  (among: 2, score: 0.02564102564102564) |||  (among: 2, score: 1.0e-08) ||| "
<=,22,"",android.support.v4.app.Fragment.getActivity()Landroid/support/v4/app/FragmentActivity;&android.support.v4.content.ContextCompat.checkSelfPermission(Landroid/content/Context;Ljava/lang/String;)I&android.support.v4.app.Fragment.requestPermissions([Ljava/lang/String;I)V,2,"Runtime permissions, preference-v7, VintageChroma color picker  (among: 3, score: 0.02564102564102564) ||| Merge with staging  (among: 3, score: 0.0018726591760299626) |||  (among: 3, score: 1.0e-08) ||| "
<=,22,android.os.SystemClock.elapsedRealtime()J,android.os.SystemClock.elapsedRealtime()J&android.os.Process.myUid()I&android.content.Context.checkPermission(Ljava/lang/String;II)I&android.os.Process.myPid()I,1, ||| 
<=,22,"",android.support.v7.app.AlertDialog$Builder.<init>(Landroid/content/Context;)V&android.support.v7.app.AlertDialog$Builder.setMessage(Ljava/lang/CharSequence;)Landroid/support/v7/app/AlertDialog$Builder;&android.support.v7.app.AlertDialog$Builder.setNeutralButton(ILandroid/content/DialogInterface$OnClickListener;)Landroid/support/v7/app/AlertDialog$Builder;&android.content.ContextWrapper.checkSelfPermission(Ljava/lang/String;)I&android.support.v7.app.AlertDialog$Builder.setTitle(Ljava/lang/CharSequence;)Landroid/support/v7/app/AlertDialog$Builder;&android.app.Dialog.setOnDismissListener(Landroid/content/DialogInterface$OnDismissListener;)V&android.app.Dialog.show()V&android.support.v7.app.AlertDialog$Builder.create()Landroid/support/v7/app/AlertDialog;,1,"initial version  (among: 2, score: 0.007142857142857143) |||  (among: 2, score: 1.0e-08) ||| "
<=,22,android.content.SharedPreferences.getString(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;&android.content.Intent.putExtras(Landroid/content/Intent;)Landroid/content/Intent;&android.content.Intent.putExtra(Ljava/lang/String;Landroid/os/Parcelable;)Landroid/content/Intent;&android.content.Intent.getStringArrayExtra(Ljava/lang/String;)[Ljava/lang/String;&android.os.ParcelFileDescriptor.getFileDescriptor()Ljava/io/FileDescriptor;&android.support.v4.provider.DocumentFile.listFiles()[Landroid/support/v4/provider/DocumentFile;&android.content.ContextWrapper.startService(Landroid/content/Intent;)Landroid/content/ComponentName;&android.content.Intent.getData()Landroid/net/Uri;&android.content.Intent.getStringExtra(Ljava/lang/String;)Ljava/lang/String;&android.support.v4.provider.DocumentFile.getName()Ljava/lang/String;&android.support.v4.provider.DocumentFile.fromTreeUri(Landroid/content/Context;Landroid/net/Uri;)Landroid/support/v4/provider/DocumentFile;&android.support.v4.provider.DocumentFile.isDirectory()Z&android.content.ContentResolver.openFileDescriptor(Landroid/net/Uri;Ljava/lang/String;)Landroid/os/ParcelFileDescriptor;&android.content.Intent.<init>(Landroid/content/Context;Ljava/lang/Class;)V&android.support.v4.content.FileProvider.getUriForFile(Landroid/content/Context;Ljava/lang/String;Ljava/io/File;)Landroid/net/Uri;&android.content.Intent.putExtra(Ljava/lang/String;[Ljava/lang/String;)Landroid/content/Intent;&android.content.ContextWrapper.getCacheDir()Ljava/io/File;&android.content.ContextWrapper.getContentResolver()Landroid/content/ContentResolver;&android.content.Intent.setPackage(Ljava/lang/String;)Landroid/content/Intent;&android.net.Uri.getPath()Ljava/lang/String;&android.content.Intent.<init>(Ljava/lang/String;)V&android.widget.Toast.show()V&android.content.Intent.getParcelableExtra(Ljava/lang/String;)Landroid/os/Parcelable;&android.content.ContextWrapper.grantUriPermission(Ljava/lang/String;Landroid/net/Uri;I)V&android.content.Intent.hasExtra(Ljava/lang/String;)Z&android.media.MediaScannerConnection.scanFile(Landroid/content/Context;[Ljava/lang/String;[Ljava/lang/String;Landroid/media/MediaScannerConnection$OnScanCompletedListener;)V&android.widget.Toast.makeText(Landroid/content/Context;II)Landroid/widget/Toast;&android.net.Uri.parse(Ljava/lang/String;)Landroid/net/Uri;&android.content.SharedPreferences.contains(Ljava/lang/String;)Z&android.content.Intent.putExtra(Ljava/lang/String;Ljava/lang/String;)Landroid/content/Intent;&android.support.v4.provider.DocumentFile.getUri()Landroid/net/Uri;&android.widget.Toast.makeText(Landroid/content/Context;Ljava/lang/CharSequence;I)Landroid/widget/Toast;&android.content.Intent.addFlags(I)Landroid/content/Intent;&android.content.ContextWrapper.startActivity(Landroid/content/Intent;)V&android.support.v4.provider.DocumentFile.isFile()Z,android.content.Intent.putExtras(Landroid/content/Intent;)Landroid/content/Intent;&android.content.Intent.addFlags(I)Landroid/content/Intent;&android.content.ContextWrapper.startActivity(Landroid/content/Intent;)V&android.content.Intent.<init>(Landroid/content/Context;Ljava/lang/Class;)V,1, ||| 
<=,22,android.content.ContextWrapper.startService(Landroid/content/Intent;)Landroid/content/ComponentName;&android.content.Intent.hasExtra(Ljava/lang/String;)Z&android.content.Intent.setAction(Ljava/lang/String;)Landroid/content/Intent;&android.content.Intent.putExtras(Landroid/content/Intent;)Landroid/content/Intent;&android.app.Activity.finish()V&android.app.Activity.getIntent()Landroid/content/Intent;&android.content.ContextWrapper.bindService(Landroid/content/Intent;Landroid/content/ServiceConnection;I)Z&android.content.Intent.<init>(Landroid/content/Context;Ljava/lang/Class;)V,"",1, ||| 
<=,22,android.content.res.Resources.getColor(I)I&android.content.Context.getResources()Landroid/content/res/Resources;,android.content.Context.getTheme()Landroid/content/res/Resources$Theme;&android.content.Context.getResources()Landroid/content/res/Resources;&android.content.res.Resources.getColor(ILandroid/content/res/Resources$Theme;)I,4, ||| 
<=,22,"",android.content.pm.PackageManager.getPackageInfo(Ljava/lang/String;I)Landroid/content/pm/PackageInfo;&android.content.Context.getPackageName()Ljava/lang/String;&android.content.Context.getPackageManager()Landroid/content/pm/PackageManager;&android.content.Context.checkSelfPermission(Ljava/lang/String;)I,1, ||| 
<=,22,"",android.content.ContentResolver.openInputStream(Landroid/net/Uri;)Ljava/io/InputStream;&android.content.Context.getContentResolver()Landroid/content/ContentResolver;&android.content.Context.checkSelfPermission(Ljava/lang/String;)I,1, ||| 
<=,22,"",android.graphics.drawable.Icon.createWithBitmap(Landroid/graphics/Bitmap;)Landroid/graphics/drawable/Icon;,1, ||| 
<=,22,android.content.SharedPreferences.getBoolean(Ljava/lang/String;Z)Z&android.os.Environment.getExternalStoragePublicDirectory(Ljava/lang/String;)Ljava/io/File;&android.support.v7.app.AppCompatActivity.findViewById(I)Landroid/view/View;&android.app.Activity.getTitle()Ljava/lang/CharSequence;&android.content.Context.getResources()Landroid/content/res/Resources;&android.preference.PreferenceManager.getDefaultSharedPreferences(Landroid/content/Context;)Landroid/content/SharedPreferences;&android.os.Environment.getExternalStorageDirectory()Ljava/io/File;&android.support.v7.app.AppCompatActivity.getResources()Landroid/content/res/Resources;&android.app.Activity.setTitle(Ljava/lang/CharSequence;)V&android.widget.AdapterView.setOnItemClickListener(Landroid/widget/AdapterView$OnItemClickListener;)V&android.net.Uri.fromFile(Ljava/io/File;)Landroid/net/Uri;&android.content.res.Resources.getString(I)Ljava/lang/String;&android.widget.ArrayAdapter.<init>(Landroid/content/Context;ILjava/util/List;)V&android.net.Uri.toString()Ljava/lang/String;&android.widget.ListView.setAdapter(Landroid/widget/ListAdapter;)V,"",1,"Swipe to change image. Use base activity class Swipe to change image. Use base activity class  (among: 2, score: 0.25) |||  (among: 2, score: 1.0e-08) ||| "
<=,22,android.net.Uri.fromFile(Ljava/io/File;)Landroid/net/Uri;&android.content.Intent.setDataAndType(Landroid/net/Uri;Ljava/lang/String;)Landroid/content/Intent;,android.content.Context.getPackageName()Ljava/lang/String;&android.content.Intent.setDataAndType(Landroid/net/Uri;Ljava/lang/String;)Landroid/content/Intent;&android.content.Context.getApplicationContext()Landroid/content/Context;&android.content.Intent.addFlags(I)Landroid/content/Intent;&android.support.v4.content.FileProvider.getUriForFile(Landroid/content/Context;Ljava/lang/String;Ljava/io/File;)Landroid/net/Uri;,1,"Latest changes  (among: 2, score: 0.011111111111111112) |||  (among: 2, score: 1.0e-08) ||| "
<=,22,android.preference.Preference.setOnPreferenceChangeListener(Landroid/preference/Preference$OnPreferenceChangeListener;)V&android.preference.PreferenceGroup.removePreference(Landroid/preference/Preference;)Z&android.hardware.fingerprint.FingerprintManager.isHardwareDetected()Z&android.support.v4.content.ContextCompat.checkSelfPermission(Landroid/content/Context;Ljava/lang/String;)I&android.hardware.fingerprint.FingerprintManager.hasEnrolledFingerprints()Z&android.preference.TwoStatePreference.setChecked(Z)V,android.preference.Preference.setOnPreferenceClickListener(Landroid/preference/Preference$OnPreferenceClickListener;)V,1, ||| 
<=,22,android.preference.PreferenceGroup.removePreference(Landroid/preference/Preference;)Z,android.preference.Preference.setOnPreferenceChangeListener(Landroid/preference/Preference$OnPreferenceChangeListener;)V&android.preference.PreferenceGroup.removePreference(Landroid/preference/Preference;)Z&android.hardware.fingerprint.FingerprintManager.isHardwareDetected()Z&android.support.v4.content.ContextCompat.checkSelfPermission(Landroid/content/Context;Ljava/lang/String;)I&android.hardware.fingerprint.FingerprintManager.hasEnrolledFingerprints()Z&android.preference.TwoStatePreference.setChecked(Z)V,1, ||| 
<=,22,android.os.PowerManager.isScreenOn()Z&android.os.PowerManager.isInteractive()Z,android.os.PowerManager.isInteractive()Z&android.os.PowerManager.isDeviceIdleMode()Z,1, ||| 
<=,22,"",android.content.SharedPreferences.getBoolean(Ljava/lang/String;Z)Z,1, ||| 
<=,22,"",android.preference.PreferenceManager.getDefaultSharedPreferences(Landroid/content/Context;)Landroid/content/SharedPreferences;&android.content.SharedPreferences.getBoolean(Ljava/lang/String;Z)Z&android.content.Intent.setFlags(I)Landroid/content/Intent;&android.hardware.fingerprint.FingerprintManager.isHardwareDetected()Z&android.content.Intent.setAction(Ljava/lang/String;)Landroid/content/Intent;&android.support.v4.content.ContextCompat.checkSelfPermission(Landroid/content/Context;Ljava/lang/String;)I&android.hardware.fingerprint.FingerprintManager.hasEnrolledFingerprints()Z&android.app.Activity.startActivity(Landroid/content/Intent;)V&android.content.Intent.<init>(Landroid/content/Context;Ljava/lang/Class;)V,1,"fix: Call requires API level 23 (current min is 14): isFingerprintReady  (among: 2, score: 0.5) |||  (among: 2, score: 1.0e-08) ||| "
<=,22,"",android.hardware.fingerprint.FingerprintManager.isHardwareDetected()Z,1, ||| 
<=,22,"",android.preference.PreferenceManager.getDefaultSharedPreferences(Landroid/content/Context;)Landroid/content/SharedPreferences;&android.hardware.fingerprint.FingerprintManager.isHardwareDetected()Z&android.content.SharedPreferences$Editor.apply()V&android.widget.Toast.makeText(Landroid/content/Context;II)Landroid/widget/Toast;&android.support.v4.content.ContextCompat.checkSelfPermission(Landroid/content/Context;Ljava/lang/String;)I&android.hardware.fingerprint.FingerprintManager.hasEnrolledFingerprints()Z&android.widget.Toast.show()V&android.preference.TwoStatePreference.setChecked(Z)V&android.content.SharedPreferences$Editor.putBoolean(Ljava/lang/String;Z)Landroid/content/SharedPreferences$Editor;&android.content.SharedPreferences.edit()Landroid/content/SharedPreferences$Editor;&android.content.ContextWrapper.getApplicationContext()Landroid/content/Context;,1, ||| 
<=,22,"",android.graphics.drawable.LayerDrawable.setLayerHeight(II)V&android.content.res.Resources.getDisplayMetrics()Landroid/util/DisplayMetrics;&android.support.v4.app.Fragment.getActivity()Landroid/support/v4/app/FragmentActivity;&android.graphics.drawable.Drawable.getIntrinsicWidth()I&android.graphics.drawable.Drawable.getIntrinsicHeight()I&android.graphics.Bitmap.getWidth()I&android.graphics.drawable.LayerDrawable.setLayerWidth(II)V&android.graphics.Bitmap.getHeight()I&android.content.Context.getResources()Landroid/content/res/Resources;,1,"remove suppressLint Checkerboard on PNG files is only shown in >= M and thus toggle Background is also used in >= M only  (among: 2, score: 0.25) |||  (among: 2, score: 1.0e-08) ||| "
<=,22,"",android.graphics.Matrix.getValues([F)V&android.graphics.Matrix.postTranslate(FF)Z&android.graphics.Matrix.setScale(FF)V&android.graphics.drawable.LayerDrawable.getId(I)I&android.graphics.drawable.Drawable.getIntrinsicWidth()I&android.support.v7.app.ActionBar.isShowing()Z&android.graphics.drawable.Drawable.getIntrinsicHeight()I&android.support.v7.app.AppCompatActivity.getSupportActionBar()Landroid/support/v7/app/ActionBar;&android.widget.ImageView.setImageMatrix(Landroid/graphics/Matrix;)V&android.graphics.drawable.LayerDrawable.setDrawableByLayerId(ILandroid/graphics/drawable/Drawable;)Z&android.view.View.invalidate()V&android.graphics.Matrix.setValues([F)V&android.content.res.Resources.getDrawable(I)Landroid/graphics/drawable/Drawable;&android.support.v4.app.Fragment.getActivity()Landroid/support/v4/app/FragmentActivity;&android.widget.ImageView.getDrawable()Landroid/graphics/drawable/Drawable;&android.support.v4.app.Fragment.getResources()Landroid/content/res/Resources;&android.support.v7.widget.AppCompatImageView.setImageDrawable(Landroid/graphics/drawable/Drawable;)V,1,"remove suppressLint Checkerboard on PNG files is only shown in >= M and thus toggle Background is also used in >= M only  (among: 2, score: 0.25) |||  (among: 2, score: 1.0e-08) ||| "
<=,22,android.support.v4.view.ViewPager.getCurrentItem()I&android.support.v4.view.ViewPager$OnPageChangeListener.onPageSelected(I)V&android.support.v4.view.ViewPager.setCurrentItem(I)V,android.app.Activity.requestPermissions([Ljava/lang/String;I)V,3, ||| 
<=,22,"",android.content.ContextWrapper.getBaseContext()Landroid/content/Context;&android.support.v4.view.ViewPager.getCurrentItem()I&android.widget.Toast.show()V&android.view.View.setVisibility(I)V&android.widget.Toast.makeText(Landroid/content/Context;Ljava/lang/CharSequence;I)Landroid/widget/Toast;,2, ||| 
<=,22,"",android.support.v4.app.Fragment.getString(I)Ljava/lang/String;&android.support.v4.content.ContextCompat.checkSelfPermission(Landroid/content/Context;Ljava/lang/String;)I,1,"Add extract apk feature  (among: 2, score: 0.09090909090909091) |||  (among: 2, score: 1.0e-08) ||| "
<=,22,"",android.content.pm.PackageManager.queryIntentActivities(Landroid/content/Intent;I)Ljava/util/List;&android.content.Intent.setAction(Ljava/lang/String;)Landroid/content/Intent;&android.content.Intent.<init>()V&android.content.Intent.putExtra(Ljava/lang/String;Ljava/lang/String;)Landroid/content/Intent;&android.content.Context.getPackageManager()Landroid/content/pm/PackageManager;&android.content.Intent.setType(Ljava/lang/String;)Landroid/content/Intent;,1, ||| 
<=,22,"",android.content.Context.startActivity(Landroid/content/Intent;)V&android.content.Intent.getAction()Ljava/lang/String;&android.net.Uri.withAppendedPath(Landroid/net/Uri;Ljava/lang/String;)Landroid/net/Uri;&android.content.Intent.getCharSequenceExtra(Ljava/lang/String;)Ljava/lang/CharSequence;&android.net.Uri.parse(Ljava/lang/String;)Landroid/net/Uri;&android.content.Intent.<init>(Ljava/lang/String;)V&android.text.TextUtils.isEmpty(Ljava/lang/CharSequence;)Z&android.content.Intent.setData(Landroid/net/Uri;)Landroid/content/Intent;,1, ||| 
<=,22,"",android.app.Activity.getSystemService(Ljava/lang/String;)Ljava/lang/Object;&android.telephony.TelephonyManager.listen(Landroid/telephony/PhoneStateListener;I)V,1, ||| 
<=,22,android.widget.ImageView.setScaleType(Landroid/widget/ImageView$ScaleType;)V,"",1,"Workaround vector drawables not scaling correctly in Lollipop In Lollipop, vector drawables only scale correctly with fitXY scaleType. That's insane. So, use an image view that always renders as a square and just center it horizontally in the parent layout to fix this.  (among: 4, score: 0.25) |||  (among: 4, score: 1.0e-08) ||| "
<=,22,android.view.View.getMeasuredWidth()I&android.view.View.getMeasuredHeight()I&android.view.View.setMeasuredDimension(II)V,"",1,"Workaround vector drawables not scaling correctly in Lollipop In Lollipop, vector drawables only scale correctly with fitXY scaleType. That's insane. So, use an image view that always renders as a square and just center it horizontally in the parent layout to fix this.  (among: 2, score: 0.25) |||  (among: 2, score: 1.0e-08) ||| "
<=,22,"",android.graphics.drawable.Drawable.setLayoutDirection(I)Z&android.view.View.getLayoutDirection()I,1,"missing numberpicker  (among: 2, score: 0.027777777777777776) |||  (among: 2, score: 1.0e-08) ||| "
<=,22,android.security.KeyPairGeneratorSpec$Builder.setSubject(Ljavax/security/auth/x500/X500Principal;)Landroid/security/KeyPairGeneratorSpec$Builder;&android.security.KeyPairGeneratorSpec$Builder.build()Landroid/security/KeyPairGeneratorSpec;&android.security.KeyPairGeneratorSpec$Builder.<init>(Landroid/content/Context;)V&android.security.KeyPairGeneratorSpec$Builder.setStartDate(Ljava/util/Date;)Landroid/security/KeyPairGeneratorSpec$Builder;&android.security.KeyPairGeneratorSpec$Builder.setEndDate(Ljava/util/Date;)Landroid/security/KeyPairGeneratorSpec$Builder;&android.security.KeyPairGeneratorSpec$Builder.setSerialNumber(Ljava/math/BigInteger;)Landroid/security/KeyPairGeneratorSpec$Builder;&android.security.KeyPairGeneratorSpec$Builder.setAlias(Ljava/lang/String;)Landroid/security/KeyPairGeneratorSpec$Builder;,android.security.keystore.KeyGenParameterSpec$Builder.<init>(Ljava/lang/String;I)V&android.security.keystore.KeyGenParameterSpec$Builder.setEncryptionPaddings([Ljava/lang/String;)Landroid/security/keystore/KeyGenParameterSpec$Builder;&android.security.keystore.KeyGenParameterSpec$Builder.setCertificateNotAfter(Ljava/util/Date;)Landroid/security/keystore/KeyGenParameterSpec$Builder;&android.security.keystore.KeyGenParameterSpec$Builder.setCertificateSubject(Ljavax/security/auth/x500/X500Principal;)Landroid/security/keystore/KeyGenParameterSpec$Builder;&android.security.keystore.KeyGenParameterSpec$Builder.build()Landroid/security/keystore/KeyGenParameterSpec;&android.security.keystore.KeyGenParameterSpec$Builder.setCertificateSerialNumber(Ljava/math/BigInteger;)Landroid/security/keystore/KeyGenParameterSpec$Builder;&android.security.keystore.KeyGenParameterSpec$Builder.setCertificateNotBefore(Ljava/util/Date;)Landroid/security/keystore/KeyGenParameterSpec$Builder;,1, ||| 
<=,22,android.support.v4.app.Fragment.<init>()V&android.os.Bundle.<init>()V&android.support.v7.app.AppCompatActivity.getResources()Landroid/content/res/Resources;&android.support.v4.view.PagerAdapter.notifyDataSetChanged()V&android.os.BaseBundle.putInt(Ljava/lang/String;I)V&android.content.res.Configuration.getLayoutDirection()I&android.os.BaseBundle.putString(Ljava/lang/String;Ljava/lang/String;)V&android.support.v4.view.ViewPager.setOffscreenPageLimit(I)V&android.support.v4.app.Fragment.setArguments(Landroid/os/Bundle;)V&android.content.res.Resources.getColor(I)I&android.content.res.Resources.getConfiguration()Landroid/content/res/Configuration;,android.support.v4.app.Fragment.<init>()V&android.os.Bundle.<init>()V&android.support.v7.app.AppCompatActivity.getResources()Landroid/content/res/Resources;&android.support.v4.view.PagerAdapter.notifyDataSetChanged()V&android.os.BaseBundle.putInt(Ljava/lang/String;I)V&android.content.res.Configuration.getLayoutDirection()I&android.os.BaseBundle.putString(Ljava/lang/String;Ljava/lang/String;)V&android.support.v4.view.ViewPager.setOffscreenPageLimit(I)V&android.content.Context.getColor(I)I&android.support.v4.app.Fragment.setArguments(Landroid/os/Bundle;)V&android.content.res.Resources.getConfiguration()Landroid/content/res/Configuration;,1,"Add app intro Signed-off-by: mueller-ma <mueller-ma@users.noreply.github.com>  (among: 2, score: 0.09090909090909091) |||  (among: 2, score: 1.0e-08) ||| "
<=,22,android.support.v7.app.AppCompatActivity.getResources()Landroid/content/res/Resources;&android.support.v7.app.AppCompatActivity.findViewById(I)Landroid/view/View;&android.view.View.setBackgroundColor(I)V&android.content.res.Resources.getColor(I)I,android.content.Context.getColor(I)I&android.support.v7.app.AppCompatActivity.findViewById(I)Landroid/view/View;&android.view.View.setBackgroundColor(I)V,1,"Add app intro Signed-off-by: mueller-ma <mueller-ma@users.noreply.github.com>  (among: 2, score: 0.09090909090909091) |||  (among: 2, score: 1.0e-08) ||| "
<=,22,"",android.content.ContextWrapper.getBaseContext()Landroid/content/Context;&android.support.v7.app.AppCompatActivity.getResources()Landroid/content/res/Resources;&android.support.v4.view.ViewPager.getCurrentItem()I&android.content.res.Configuration.getLayoutDirection()I&android.widget.Toast.show()V&android.view.View.setVisibility(I)V&android.widget.Toast.makeText(Landroid/content/Context;Ljava/lang/CharSequence;I)Landroid/widget/Toast;&android.content.res.Resources.getConfiguration()Landroid/content/res/Configuration;,1, ||| 
<=,22,android.support.v4.app.Fragment.startActivityForResult(Landroid/content/Intent;I)V&android.content.Intent.<init>(Ljava/lang/String;)V&android.content.Intent.setType(Ljava/lang/String;)Landroid/content/Intent;,android.support.v4.app.Fragment.getContext()Landroid/content/Context;&android.support.v4.app.Fragment.startActivityForResult(Landroid/content/Intent;I)V&android.content.Intent.<init>(Ljava/lang/String;)V&android.support.v4.app.Fragment.requestPermissions([Ljava/lang/String;I)V&android.content.Intent.setType(Ljava/lang/String;)Landroid/content/Intent;&android.content.Context.checkSelfPermission(Ljava/lang/String;)I,1, ||| 
<=,22,android.content.Intent.createChooser(Landroid/content/Intent;Ljava/lang/CharSequence;)Landroid/content/Intent;&android.widget.AbsSpinner.setSelection(I)V&android.content.Intent.<init>(Ljava/lang/String;)V&android.widget.TextView.setText(Ljava/lang/CharSequence;)V&android.widget.Toast.show()V&android.content.Intent.setType(Ljava/lang/String;)Landroid/content/Intent;&android.content.Intent.addCategory(Ljava/lang/String;)Landroid/content/Intent;&android.widget.AdapterView.getSelectedItemPosition()I&android.content.ContextWrapper.getApplicationContext()Landroid/content/Context;&android.support.v7.app.AppCompatActivity.getResources()Landroid/content/res/Resources;&android.widget.TextView.setEnabled(Z)V&android.content.res.Resources.getString(I)Ljava/lang/String;&android.support.v4.app.FragmentActivity.startActivityForResult(Landroid/content/Intent;I)V&android.widget.Toast.makeText(Landroid/content/Context;Ljava/lang/CharSequence;I)Landroid/widget/Toast;,android.content.Intent.createChooser(Landroid/content/Intent;Ljava/lang/CharSequence;)Landroid/content/Intent;&android.widget.AbsSpinner.setSelection(I)V&android.content.Intent.<init>(Ljava/lang/String;)V&android.widget.TextView.setText(Ljava/lang/CharSequence;)V&android.widget.Toast.show()V&android.content.Intent.setType(Ljava/lang/String;)Landroid/content/Intent;&android.content.Intent.addCategory(Ljava/lang/String;)Landroid/content/Intent;&android.widget.AdapterView.getSelectedItemPosition()I&android.content.ContextWrapper.getApplicationContext()Landroid/content/Context;&android.support.v7.app.AppCompatActivity.getResources()Landroid/content/res/Resources;&android.widget.TextView.setEnabled(Z)V&android.content.res.Resources.getString(I)Ljava/lang/String;&android.support.v4.app.FragmentActivity.startActivityForResult(Landroid/content/Intent;I)V&android.support.v4.content.ContextCompat.checkSelfPermission(Landroid/content/Context;Ljava/lang/String;)I&android.widget.Toast.makeText(Landroid/content/Context;Ljava/lang/CharSequence;I)Landroid/widget/Toast;&android.support.v4.app.ActivityCompat.requestPermissions(Landroid/app/Activity;[Ljava/lang/String;I)V,1, ||| 
<=,22,android.preference.PreferenceManager.getDefaultSharedPreferences(Landroid/content/Context;)Landroid/content/SharedPreferences;&android.content.SharedPreferences.getBoolean(Ljava/lang/String;Z)Z&android.os.Bundle.<init>()V&android.content.SharedPreferences.getString(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;&android.content.Intent.putExtras(Landroid/os/Bundle;)Landroid/content/Intent;&android.content.Context.startService(Landroid/content/Intent;)Landroid/content/ComponentName;&android.os.Bundle.putFloat(Ljava/lang/String;F)V&android.content.Intent.<init>(Landroid/content/Context;Ljava/lang/Class;)V,"",1,"Fix permission checking && 'Enabled' button reflects service status - Require relevant permissions on Android 6.0 (close #3) - camera permission first, overlay permission the next - Test if OverlayService is running on every resume  (among: 2, score: 0.2) |||  (among: 2, score: 1.0e-08) ||| "
<=,22,android.preference.PreferenceManager.getDefaultSharedPreferences(Landroid/content/Context;)Landroid/content/SharedPreferences;&android.app.Fragment.getActivity()Landroid/app/Activity;,android.preference.PreferenceManager.getDefaultSharedPreferences(Landroid/content/Context;)Landroid/content/SharedPreferences;&android.app.Fragment.getContext()Landroid/content/Context;,3, ||| 
<=,22,"",android.content.Context.getPackageName()Ljava/lang/String;&android.content.pm.PackageManager.isPermissionRevokedByPolicy(Ljava/lang/String;Ljava/lang/String;)Z&android.content.Context.getPackageManager()Landroid/content/pm/PackageManager;,1, ||| 
<=,22,"",android.app.Activity.shouldShowRequestPermissionRationale(Ljava/lang/String;)Z&android.content.Context.checkSelfPermission(Ljava/lang/String;)I,1, ||| 
<=,22,android.preference.Preference.setEnabled(Z)V,android.content.res.Resources.getString(I)Ljava/lang/String;&android.app.KeyguardManager.isKeyguardSecure()Z&android.app.Fragment.getResources()Landroid/content/res/Resources;&android.widget.Toast.show()V&android.widget.Toast.makeText(Landroid/content/Context;Ljava/lang/CharSequence;I)Landroid/widget/Toast;&android.preference.Preference.setEnabled(Z)V&android.app.Fragment.getActivity()Landroid/app/Activity;,2, ||| 
<=,22,"",android.hardware.fingerprint.FingerprintManager.isHardwareDetected()Z&android.preference.Preference.setEnabled(Z)V,1, ||| 
